time_seconds,link_id,aggregated_gbps
7.7,Link_Test_1,3.9467
7.8,Link_Test_1,3.9211
7.9,Link_Test_1,3.8298
8.0,Link_Test_1,3.9322
8.1,Link_Test_1,3.716
8.2,Link_Test_1,3.7085
8.3,Link_Test_1,4.043
8.4,Link_Test_1,3.8264
8.5,Link_Test_1,3.702
8.6,Link_Test_1,3.9694
8.7,Link_Test_1,4.0967
8.8,Link_Test_1,3.7664
8.9,Link_Test_1,3.483
9.0,Link_Test_1,3.7227
9.1,Link_Test_1,3.7404
9.2,Link_Test_1,3.4955
9.3,Link_Test_1,3.9689
9.4,Link_Test_1,3.5687
9.5,Link_Test_1,4.0227
9.6,Link_Test_1,3.9927
9.7,Link_Test_1,3.8071
9.8,Link_Test_1,3.7784
9.9,Link_Test_1,4.2266
10.0,Link_Test_1,4.064
10.1,Link_Test_1,3.7717
10.2,Link_Test_1,4.2851
10.3,Link_Test_1,4.1912
10.4,Link_Test_1,3.7357
10.5,Link_Test_1,4.0998
10.6,Link_Test_1,3.828
10.7,Link_Test_1,4.0251
10.8,Link_Test_1,4.0458
10.9,Link_Test_1,4.2669
11.0,Link_Test_1,4.1995
11.1,Link_Test_1,4.0491
11.2,Link_Test_1,4.0449
11.3,Link_Test_1,3.8535
11.4,Link_Test_1,3.9679
11.5,Link_Test_1,3.9388
11.6,Link_Test_1,3.5911
11.7,Link_Test_1,4.1888
11.8,Link_Test_1,4.246
11.9,Link_Test_1,4.3918
12.0,Link_Test_1,4.1307
12.1,Link_Test_1,3.7783
12.2,Link_Test_1,3.6822
12.3,Link_Test_1,3.9749
12.4,Link_Test_1,4.3937
12.5,Link_Test_1,3.8834
12.6,Link_Test_1,4.205
12.7,Link_Test_1,4.3467
12.8,Link_Test_1,3.824
12.9,Link_Test_1,3.9668
13.0,Link_Test_1,4.3079
13.1,Link_Test_1,4.0887
13.2,Link_Test_1,3.9182
13.3,Link_Test_1,3.7771
13.4,Link_Test_1,4.0226
13.5,Link_Test_1,3.9786
13.6,Link_Test_1,3.9045
13.7,Link_Test_1,4.0996
13.8,Link_Test_1,4.2928
13.9,Link_Test_1,4.1826
14.0,Link_Test_1,4.2804
14.1,Link_Test_1,3.9018
14.2,Link_Test_1,3.978
14.3,Link_Test_1,4.2548
14.4,Link_Test_1,4.2618
14.5,Link_Test_1,4.0949
14.6,Link_Test_1,4.0422
14.7,Link_Test_1,3.877
14.8,Link_Test_1,4.0554
14.9,Link_Test_1,4.2815
15.0,Link_Test_1,4.2211
15.1,Link_Test_1,3.7718
15.2,Link_Test_1,3.9702
15.3,Link_Test_1,3.6271
15.4,Link_Test_1,3.7959
15.5,Link_Test_1,3.8065
15.6,Link_Test_1,4.139
15.7,Link_Test_1,4.1413
15.8,Link_Test_1,4.0025
15.9,Link_Test_1,3.6911
16.0,Link_Test_1,3.6032
16.1,Link_Test_1,3.9831
16.2,Link_Test_1,4.4596
16.3,Link_Test_1,3.7903
16.4,Link_Test_1,4.0434
16.5,Link_Test_1,4.0055
16.6,Link_Test_1,3.9873
16.7,Link_Test_1,3.732
16.8,Link_Test_1,4.2441
16.9,Link_Test_1,3.9614
17.0,Link_Test_1,4.1284
17.1,Link_Test_1,4.0101
17.2,Link_Test_1,4.0246
17.3,Link_Test_1,4.2942
17.4,Link_Test_1,3.9089
17.5,Link_Test_1,3.7272
17.6,Link_Test_1,4.0253
17.7,Link_Test_1,3.8573
17.8,Link_Test_1,3.4661
17.9,Link_Test_1,3.7866
18.0,Link_Test_1,4.0442
18.1,Link_Test_1,3.9372
18.2,Link_Test_1,3.949
18.3,Link_Test_1,3.9401
18.4,Link_Test_1,3.9984
18.5,Link_Test_1,3.8175
18.6,Link_Test_1,3.9069
18.7,Link_Test_1,4.0917
18.8,Link_Test_1,3.6138
18.9,Link_Test_1,4.0895
19.0,Link_Test_1,3.9037
19.1,Link_Test_1,3.7699
19.2,Link_Test_1,3.9948
19.3,Link_Test_1,3.7005
19.4,Link_Test_1,3.7849
19.5,Link_Test_1,4.2277
19.6,Link_Test_1,3.8488
19.7,Link_Test_1,4.3437
19.8,Link_Test_1,3.7801
19.9,Link_Test_1,3.7637
20.0,Link_Test_1,3.5914
20.1,Link_Test_1,3.3446
20.2,Link_Test_1,3.8628
20.3,Link_Test_1,3.7809
20.4,Link_Test_1,3.8694
20.5,Link_Test_1,3.9656
20.6,Link_Test_1,3.7409
20.7,Link_Test_1,3.6974
20.8,Link_Test_1,3.6907
20.9,Link_Test_1,4.105
21.0,Link_Test_1,3.4766
21.1,Link_Test_1,3.6149
21.2,Link_Test_1,3.54
21.3,Link_Test_1,3.8185
21.4,Link_Test_1,3.7799
21.5,Link_Test_1,3.2683
21.6,Link_Test_1,3.4876
21.7,Link_Test_1,3.7805
21.8,Link_Test_1,3.1963
21.9,Link_Test_1,3.7341
22.0,Link_Test_1,4.0106
22.1,Link_Test_1,3.3952
22.2,Link_Test_1,3.8874
22.3,Link_Test_1,3.8634
22.4,Link_Test_1,3.428
22.5,Link_Test_1,3.7533
22.6,Link_Test_1,3.5437
22.7,Link_Test_1,3.6903
22.8,Link_Test_1,3.7151
22.9,Link_Test_1,3.6386
23.0,Link_Test_1,3.5006
23.1,Link_Test_1,3.4186
23.2,Link_Test_1,3.32
23.3,Link_Test_1,3.4797
23.4,Link_Test_1,3.6711
23.5,Link_Test_1,3.7212
23.6,Link_Test_1,3.7338
23.7,Link_Test_1,3.6392
23.8,Link_Test_1,2.9389
23.9,Link_Test_1,3.4139
24.0,Link_Test_1,3.3491
24.1,Link_Test_1,3.0157
24.2,Link_Test_1,3.4485
24.3,Link_Test_1,3.2124
24.4,Link_Test_1,3.3042
24.5,Link_Test_1,3.3014
24.6,Link_Test_1,3.2929
24.7,Link_Test_1,3.1787
24.8,Link_Test_1,3.4904
24.9,Link_Test_1,3.4727
25.0,Link_Test_1,3.2024
25.1,Link_Test_1,3.3149
25.2,Link_Test_1,3.1707
25.3,Link_Test_1,3.2802
25.4,Link_Test_1,3.0756
25.5,Link_Test_1,3.18
25.6,Link_Test_1,2.9276
25.7,Link_Test_1,3.4908
25.8,Link_Test_1,3.2213
25.9,Link_Test_1,2.7616
26.0,Link_Test_1,3.3196
26.1,Link_Test_1,3.0331
26.2,Link_Test_1,3.153
26.3,Link_Test_1,3.0315
26.4,Link_Test_1,3.0026
26.5,Link_Test_1,3.0795
26.6,Link_Test_1,2.932
26.7,Link_Test_1,2.8971
26.8,Link_Test_1,3.3017
26.9,Link_Test_1,2.8975
27.0,Link_Test_1,2.8868
27.1,Link_Test_1,2.9574
27.2,Link_Test_1,2.9862
27.3,Link_Test_1,2.9428
27.4,Link_Test_1,3.2537
27.5,Link_Test_1,2.9193
27.6,Link_Test_1,2.8026
27.7,Link_Test_1,2.9801
27.8,Link_Test_1,3.0558
27.9,Link_Test_1,2.9939
28.0,Link_Test_1,2.5622
28.1,Link_Test_1,2.7192
28.2,Link_Test_1,2.9054
28.3,Link_Test_1,3.239
28.4,Link_Test_1,2.8284
28.5,Link_Test_1,2.9283
28.6,Link_Test_1,2.6179
28.7,Link_Test_1,2.8448
28.8,Link_Test_1,2.7515
28.9,Link_Test_1,2.5795
29.0,Link_Test_1,2.4983
29.1,Link_Test_1,2.8369
29.2,Link_Test_1,2.594
29.3,Link_Test_1,2.5181
29.4,Link_Test_1,2.8068
29.5,Link_Test_1,3.0189
29.6,Link_Test_1,2.5498
29.7,Link_Test_1,2.6344
29.8,Link_Test_1,2.3493
29.9,Link_Test_1,2.7142
30.0,Link_Test_1,2.6367
30.1,Link_Test_1,2.2532
30.2,Link_Test_1,2.8837
30.3,Link_Test_1,2.5077
30.4,Link_Test_1,2.6226
30.5,Link_Test_1,2.5941
30.6,Link_Test_1,2.3014
30.7,Link_Test_1,2.2233
30.8,Link_Test_1,2.4433
30.9,Link_Test_1,2.3121
31.0,Link_Test_1,2.6955
31.1,Link_Test_1,2.4708
31.2,Link_Test_1,2.1119
31.3,Link_Test_1,2.5424
31.4,Link_Test_1,2.0925
31.5,Link_Test_1,2.2843
31.6,Link_Test_1,2.6082
31.7,Link_Test_1,2.5841
31.8,Link_Test_1,2.0504
31.9,Link_Test_1,2.4471
32.0,Link_Test_1,2.212
32.1,Link_Test_1,2.4804
32.2,Link_Test_1,1.8078
32.3,Link_Test_1,2.1689
32.4,Link_Test_1,2.4003
32.5,Link_Test_1,2.4219
32.6,Link_Test_1,2.0004
32.7,Link_Test_1,2.012
32.8,Link_Test_1,1.9188
32.9,Link_Test_1,1.7145
33.0,Link_Test_1,2.2097
33.1,Link_Test_1,2.4466
33.2,Link_Test_1,2.0665
33.3,Link_Test_1,1.9476
33.4,Link_Test_1,1.9678
33.5,Link_Test_1,1.8996
33.6,Link_Test_1,1.7428
33.7,Link_Test_1,1.9852
33.8,Link_Test_1,1.9747
33.9,Link_Test_1,2.2093
34.0,Link_Test_1,2.0659
34.1,Link_Test_1,1.8669
34.2,Link_Test_1,1.9679
34.3,Link_Test_1,2.3115
34.4,Link_Test_1,2.1387
34.5,Link_Test_1,1.7766
34.6,Link_Test_1,1.9319
34.7,Link_Test_1,1.8545
34.8,Link_Test_1,2.3221
34.9,Link_Test_1,2.4721
35.0,Link_Test_1,1.9466
35.1,Link_Test_1,1.9133
35.2,Link_Test_1,1.5318
35.3,Link_Test_1,1.8331
35.4,Link_Test_1,1.8535
35.5,Link_Test_1,1.888
35.6,Link_Test_1,1.8532
35.7,Link_Test_1,1.6315
35.8,Link_Test_1,1.6666
35.9,Link_Test_1,1.4235
36.0,Link_Test_1,1.7888
36.1,Link_Test_1,1.6363
36.2,Link_Test_1,1.6568
36.3,Link_Test_1,1.5781
36.4,Link_Test_1,1.4069
36.5,Link_Test_1,1.7646
36.6,Link_Test_1,1.9887
36.7,Link_Test_1,1.8833
36.8,Link_Test_1,1.4546
36.9,Link_Test_1,1.5448
37.0,Link_Test_1,1.6315
37.1,Link_Test_1,1.5446
37.2,Link_Test_1,1.4662
37.3,Link_Test_1,1.7632
37.4,Link_Test_1,1.5202
37.5,Link_Test_1,1.5736
37.6,Link_Test_1,1.4446
37.7,Link_Test_1,1.6679
37.8,Link_Test_1,1.5626
37.9,Link_Test_1,1.5981
38.0,Link_Test_1,1.5748
38.1,Link_Test_1,1.5129
38.2,Link_Test_1,1.9757
38.3,Link_Test_1,1.7735
38.4,Link_Test_1,1.3571
38.5,Link_Test_1,1.286
38.6,Link_Test_1,1.4871
38.7,Link_Test_1,1.221
38.8,Link_Test_1,1.3845
38.9,Link_Test_1,1.5558
39.0,Link_Test_1,1.6941
39.1,Link_Test_1,1.511
39.2,Link_Test_1,1.3949
39.3,Link_Test_1,1.6999
39.4,Link_Test_1,1.4944
39.5,Link_Test_1,1.4398
39.6,Link_Test_1,1.4238
39.7,Link_Test_1,1.9656
39.8,Link_Test_1,1.4388
39.9,Link_Test_1,1.6986
40.0,Link_Test_1,1.1799
40.1,Link_Test_1,1.7262
40.2,Link_Test_1,1.3385
40.3,Link_Test_1,1.7025
40.4,Link_Test_1,1.4498
40.5,Link_Test_1,1.3261
40.6,Link_Test_1,1.5717
40.7,Link_Test_1,1.5197
40.8,Link_Test_1,1.4724
40.9,Link_Test_1,1.4946
41.0,Link_Test_1,1.5147
41.1,Link_Test_1,1.4993
41.2,Link_Test_1,1.4097
41.3,Link_Test_1,1.2666
41.4,Link_Test_1,1.306
41.5,Link_Test_1,1.3064
41.6,Link_Test_1,1.0011
41.7,Link_Test_1,1.0544
41.8,Link_Test_1,1.237
41.9,Link_Test_1,1.6013
42.0,Link_Test_1,1.4061
42.1,Link_Test_1,1.3911
42.2,Link_Test_1,1.402
42.3,Link_Test_1,1.1088
42.4,Link_Test_1,1.2891
42.5,Link_Test_1,1.5961
42.6,Link_Test_1,1.4623
42.7,Link_Test_1,1.2706
42.8,Link_Test_1,1.2807
42.9,Link_Test_1,1.1206
43.0,Link_Test_1,1.248
43.1,Link_Test_1,1.5225
43.2,Link_Test_1,1.2791
43.3,Link_Test_1,1.3727
43.4,Link_Test_1,1.2075
43.5,Link_Test_1,1.2586
43.6,Link_Test_1,1.1174
43.7,Link_Test_1,1.3482
43.8,Link_Test_1,1.1019
43.9,Link_Test_1,1.0991
44.0,Link_Test_1,1.0661
44.1,Link_Test_1,1.5156
44.2,Link_Test_1,1.8345
44.3,Link_Test_1,1.3735
44.4,Link_Test_1,1.5657
44.5,Link_Test_1,1.2302
44.6,Link_Test_1,1.0012
44.7,Link_Test_1,1.2957
44.8,Link_Test_1,1.1517
44.9,Link_Test_1,1.1842
45.0,Link_Test_1,1.3598
45.1,Link_Test_1,1.4094
45.2,Link_Test_1,1.5962
45.3,Link_Test_1,1.1324
45.4,Link_Test_1,1.2105
45.5,Link_Test_1,1.2509
45.6,Link_Test_1,1.3225
45.7,Link_Test_1,1.1513
45.8,Link_Test_1,1.2185
45.9,Link_Test_1,1.2319
46.0,Link_Test_1,1.3298
46.1,Link_Test_1,1.2955
46.2,Link_Test_1,1.2781
46.3,Link_Test_1,1.5671
46.4,Link_Test_1,1.2312
46.5,Link_Test_1,1.3394
46.6,Link_Test_1,1.5903
46.7,Link_Test_1,1.6343
46.8,Link_Test_1,1.4818
46.9,Link_Test_1,1.2358
47.0,Link_Test_1,1.4413
47.1,Link_Test_1,1.291
47.2,Link_Test_1,1.3215
47.3,Link_Test_1,1.1624
47.4,Link_Test_1,1.2994
47.5,Link_Test_1,1.2811
47.6,Link_Test_1,1.6439
47.7,Link_Test_1,1.6314
47.8,Link_Test_1,1.2699
47.9,Link_Test_1,1.0294
48.0,Link_Test_1,1.4504
48.1,Link_Test_1,1.672
48.2,Link_Test_1,1.4616
48.3,Link_Test_1,1.3325
48.4,Link_Test_1,1.7024
48.5,Link_Test_1,1.6535
48.6,Link_Test_1,1.5812
48.7,Link_Test_1,1.3048
48.8,Link_Test_1,1.1661
48.9,Link_Test_1,1.4591
49.0,Link_Test_1,1.6903
49.1,Link_Test_1,1.7324
49.2,Link_Test_1,1.1814
49.3,Link_Test_1,1.2201
49.4,Link_Test_1,1.2882
49.5,Link_Test_1,1.5069
49.6,Link_Test_1,1.2198
49.7,Link_Test_1,1.6229
49.8,Link_Test_1,1.6066
49.9,Link_Test_1,1.7618
50.0,Link_Test_1,1.4356
50.1,Link_Test_1,1.4331
50.2,Link_Test_1,1.3537
50.3,Link_Test_1,1.4094
50.4,Link_Test_1,1.4784
50.5,Link_Test_1,1.3469
50.6,Link_Test_1,1.5116
50.7,Link_Test_1,1.4785
50.8,Link_Test_1,1.4016
50.9,Link_Test_1,1.5144
51.0,Link_Test_1,1.3769
51.1,Link_Test_1,1.6876
51.2,Link_Test_1,1.7194
51.3,Link_Test_1,1.3266
51.4,Link_Test_1,1.6158
51.5,Link_Test_1,1.804
51.6,Link_Test_1,1.4411
51.7,Link_Test_1,1.6116
51.8,Link_Test_1,1.4801
51.9,Link_Test_1,1.9833
52.0,Link_Test_1,1.6797
52.1,Link_Test_1,1.7845
52.2,Link_Test_1,1.8193
52.3,Link_Test_1,1.8181
52.4,Link_Test_1,1.6929
52.5,Link_Test_1,1.6502
52.6,Link_Test_1,1.5775
52.7,Link_Test_1,2.013
52.8,Link_Test_1,1.6069
52.9,Link_Test_1,1.3947
53.0,Link_Test_1,1.9779
53.1,Link_Test_1,2.0654
53.2,Link_Test_1,1.4961
53.3,Link_Test_1,1.5554
53.4,Link_Test_1,1.8005
53.5,Link_Test_1,1.8121
53.6,Link_Test_1,2.1452
53.7,Link_Test_1,2.1334
53.8,Link_Test_1,1.9549
53.9,Link_Test_1,2.0
54.0,Link_Test_1,2.0852
54.1,Link_Test_1,1.9002
54.2,Link_Test_1,1.6773
54.3,Link_Test_1,1.843
54.4,Link_Test_1,1.7684
54.5,Link_Test_1,1.6048
54.6,Link_Test_1,1.8373
54.7,Link_Test_1,1.5684
54.8,Link_Test_1,1.8457
54.9,Link_Test_1,1.5428
55.0,Link_Test_1,1.805
55.1,Link_Test_1,2.3096
55.2,Link_Test_1,1.944
55.3,Link_Test_1,2.0565
55.4,Link_Test_1,1.6635
55.5,Link_Test_1,1.9285
55.6,Link_Test_1,2.2083
55.7,Link_Test_1,1.9138
55.8,Link_Test_1,2.2911
55.9,Link_Test_1,2.054
56.0,Link_Test_1,1.8691
56.1,Link_Test_1,2.3439
56.2,Link_Test_1,2.4543
56.3,Link_Test_1,2.2014
56.4,Link_Test_1,2.2238
56.5,Link_Test_1,2.3866
56.6,Link_Test_1,1.9803
56.7,Link_Test_1,2.1225
56.8,Link_Test_1,2.3229
56.9,Link_Test_1,2.3808
57.0,Link_Test_1,2.0731
57.1,Link_Test_1,2.15
57.2,Link_Test_1,2.4432
57.3,Link_Test_1,2.5674
57.4,Link_Test_1,2.2572
57.5,Link_Test_1,2.3974
57.6,Link_Test_1,2.4848
57.7,Link_Test_1,2.2466
57.8,Link_Test_1,2.3974
57.9,Link_Test_1,2.3929
58.0,Link_Test_1,2.0839
58.1,Link_Test_1,2.5807
58.2,Link_Test_1,2.7524
58.3,Link_Test_1,2.3758
58.4,Link_Test_1,2.7168
58.5,Link_Test_1,2.4678
58.6,Link_Test_1,2.7178
58.7,Link_Test_1,2.754
58.8,Link_Test_1,2.152
58.9,Link_Test_1,2.3668
59.0,Link_Test_1,2.5848
59.1,Link_Test_1,2.4304
59.2,Link_Test_1,2.6747
59.3,Link_Test_1,2.4877
59.4,Link_Test_1,2.4471
59.5,Link_Test_1,2.7592
59.6,Link_Test_1,2.3872
59.7,Link_Test_1,2.3679
59.8,Link_Test_1,2.7624
59.9,Link_Test_1,2.294
60.0,Link_Test_1,2.7742
60.1,Link_Test_1,2.7226
60.2,Link_Test_1,2.8341
60.3,Link_Test_1,3.0307
60.4,Link_Test_1,2.6544
60.5,Link_Test_1,2.4964
60.6,Link_Test_1,2.5723
60.7,Link_Test_1,2.8174
60.8,Link_Test_1,2.4355
60.9,Link_Test_1,2.6828
61.0,Link_Test_1,2.9149
61.1,Link_Test_1,3.0424
61.2,Link_Test_1,2.7987
61.3,Link_Test_1,3.3387
61.4,Link_Test_1,2.6292
61.5,Link_Test_1,2.8054
61.6,Link_Test_1,3.0575
61.7,Link_Test_1,3.0223
61.8,Link_Test_1,2.6419
61.9,Link_Test_1,2.8542
62.0,Link_Test_1,3.3505
62.1,Link_Test_1,3.1174
62.2,Link_Test_1,2.7899
62.3,Link_Test_1,2.898
62.4,Link_Test_1,2.6753
62.5,Link_Test_1,2.9509
62.6,Link_Test_1,2.9691
62.7,Link_Test_1,2.8653
62.8,Link_Test_1,2.8447
62.9,Link_Test_1,3.3953
63.0,Link_Test_1,2.7745
63.1,Link_Test_1,3.0946
63.2,Link_Test_1,2.9374
63.3,Link_Test_1,3.3224
63.4,Link_Test_1,2.7955
63.5,Link_Test_1,2.9363
63.6,Link_Test_1,2.8654
63.7,Link_Test_1,3.1367
63.8,Link_Test_1,3.3956
63.9,Link_Test_1,2.8952
64.0,Link_Test_1,3.1224
64.1,Link_Test_1,3.4493
64.2,Link_Test_1,3.4269
64.3,Link_Test_1,2.8701
64.4,Link_Test_1,3.2597
64.5,Link_Test_1,2.9981
64.6,Link_Test_1,3.4225
64.7,Link_Test_1,3.1848
64.8,Link_Test_1,3.7016
64.9,Link_Test_1,3.2206
65.0,Link_Test_1,3.1768
65.1,Link_Test_1,3.3164
65.2,Link_Test_1,3.2923
65.3,Link_Test_1,3.1602
65.4,Link_Test_1,3.1457
65.5,Link_Test_1,3.4627
65.6,Link_Test_1,3.1545
65.7,Link_Test_1,3.2992
65.8,Link_Test_1,3.5742
65.9,Link_Test_1,3.5312
66.0,Link_Test_1,3.8118
66.1,Link_Test_1,3.342
66.2,Link_Test_1,3.736
66.3,Link_Test_1,3.4544
66.4,Link_Test_1,3.7001
66.5,Link_Test_1,3.8532
66.6,Link_Test_1,3.7865
66.7,Link_Test_1,3.179
66.8,Link_Test_1,3.7781
66.9,Link_Test_1,3.633
67.0,Link_Test_1,3.6326
67.1,Link_Test_1,3.6972
67.2,Link_Test_1,3.554
67.3,Link_Test_1,3.5437
67.4,Link_Test_1,3.472
67.5,Link_Test_1,3.614
67.6,Link_Test_1,3.3387
67.7,Link_Test_1,3.4544
67.8,Link_Test_1,3.6458
67.9,Link_Test_1,3.634
68.0,Link_Test_1,3.7598
68.1,Link_Test_1,3.9483
68.2,Link_Test_1,3.73
68.3,Link_Test_1,3.3443
68.4,Link_Test_1,3.3565
68.5,Link_Test_1,3.7411
68.6,Link_Test_1,3.9392
68.7,Link_Test_1,3.4712
68.8,Link_Test_1,3.6907
68.9,Link_Test_1,3.8605
69.0,Link_Test_1,3.8747
69.1,Link_Test_1,3.9701
69.2,Link_Test_1,3.636
69.3,Link_Test_1,3.9026
69.4,Link_Test_1,3.8415
69.5,Link_Test_1,3.6765
69.6,Link_Test_1,3.9718
69.7,Link_Test_1,3.7533
69.8,Link_Test_1,3.9387
69.9,Link_Test_1,3.7399
70.0,Link_Test_1,3.6375
70.1,Link_Test_1,3.9968
70.2,Link_Test_1,3.6815
70.3,Link_Test_1,3.9583
70.4,Link_Test_1,3.789
70.5,Link_Test_1,4.0227
70.6,Link_Test_1,4.398
70.7,Link_Test_1,3.8565
70.8,Link_Test_1,3.7747
70.9,Link_Test_1,3.7724
71.0,Link_Test_1,3.7737
71.1,Link_Test_1,3.7437
71.2,Link_Test_1,4.0232
71.3,Link_Test_1,4.3414
71.4,Link_Test_1,4.2764
71.5,Link_Test_1,3.7101
71.6,Link_Test_1,4.3414
71.7,Link_Test_1,4.0329
71.8,Link_Test_1,3.8826
71.9,Link_Test_1,4.3249
72.0,Link_Test_1,3.8138
72.1,Link_Test_1,4.2022
72.2,Link_Test_1,3.9811
72.3,Link_Test_1,3.9647
72.4,Link_Test_1,4.0124
72.5,Link_Test_1,4.1694
72.6,Link_Test_1,4.163
72.7,Link_Test_1,3.7879
72.8,Link_Test_1,4.2248
72.9,Link_Test_1,3.6757
73.0,Link_Test_1,4.0231
73.1,Link_Test_1,4.089
73.2,Link_Test_1,4.1693
73.3,Link_Test_1,4.2695
73.4,Link_Test_1,4.1395
73.5,Link_Test_1,4.0414
73.6,Link_Test_1,3.8499
73.7,Link_Test_1,3.9925
73.8,Link_Test_1,3.9315
73.9,Link_Test_1,3.9226
74.0,Link_Test_1,4.4834
74.1,Link_Test_1,3.9982
74.2,Link_Test_1,4.2749
74.3,Link_Test_1,4.354
74.4,Link_Test_1,4.1891
74.5,Link_Test_1,4.1815
74.6,Link_Test_1,4.1381
74.7,Link_Test_1,4.0567
74.8,Link_Test_1,3.7874
74.9,Link_Test_1,4.0783
75.0,Link_Test_1,4.0403
75.1,Link_Test_1,4.2541
75.2,Link_Test_1,3.8568
75.3,Link_Test_1,3.7129
75.4,Link_Test_1,3.3882
75.5,Link_Test_1,3.5417
75.6,Link_Test_1,4.1456
75.7,Link_Test_1,3.9165
75.8,Link_Test_1,3.9381
75.9,Link_Test_1,4.1929
76.0,Link_Test_1,3.9067
76.1,Link_Test_1,4.0293
76.2,Link_Test_1,4.024
76.3,Link_Test_1,3.9547
76.4,Link_Test_1,4.093
76.5,Link_Test_1,4.4272
76.6,Link_Test_1,3.9722
76.7,Link_Test_1,3.8474
76.8,Link_Test_1,3.6387
76.9,Link_Test_1,4.2937
77.0,Link_Test_1,4.1147
77.1,Link_Test_1,4.3692
77.2,Link_Test_1,4.3604
77.3,Link_Test_1,4.173
77.4,Link_Test_1,3.9876
77.5,Link_Test_1,3.6933
77.6,Link_Test_1,4.0
77.7,Link_Test_1,3.849
77.8,Link_Test_1,3.9662
77.9,Link_Test_1,4.1257
78.0,Link_Test_1,3.9781
78.1,Link_Test_1,4.0741
78.2,Link_Test_1,4.1782
78.3,Link_Test_1,4.1264
78.4,Link_Test_1,4.1093
78.5,Link_Test_1,3.9265
78.6,Link_Test_1,3.8387
78.7,Link_Test_1,3.7245
78.8,Link_Test_1,4.2668
78.9,Link_Test_1,3.8666
79.0,Link_Test_1,3.6858
79.1,Link_Test_1,4.1207
79.2,Link_Test_1,3.8414
79.3,Link_Test_1,4.1757
79.4,Link_Test_1,3.9944
79.5,Link_Test_1,3.6956
79.6,Link_Test_1,3.9781
79.7,Link_Test_1,3.7662
79.8,Link_Test_1,3.8536
79.9,Link_Test_1,3.7835
80.0,Link_Test_1,4.0267
80.1,Link_Test_1,3.8264
80.2,Link_Test_1,4.149
80.3,Link_Test_1,3.7766
80.4,Link_Test_1,3.9244
80.5,Link_Test_1,3.967
80.6,Link_Test_1,3.8694
80.7,Link_Test_1,3.8487
80.8,Link_Test_1,4.4231
80.9,Link_Test_1,3.5389
81.0,Link_Test_1,4.1916
81.1,Link_Test_1,4.144
81.2,Link_Test_1,3.9074
81.3,Link_Test_1,4.004
81.4,Link_Test_1,3.6205
81.5,Link_Test_1,3.8773
81.6,Link_Test_1,3.6961
81.7,Link_Test_1,3.9253
81.8,Link_Test_1,3.4777
81.9,Link_Test_1,3.6028
82.0,Link_Test_1,3.2373
82.1,Link_Test_1,3.5635
82.2,Link_Test_1,3.6579
82.3,Link_Test_1,3.9418
82.4,Link_Test_1,3.4969
